folioviv	ingresotrim	edad	hor_1	hijos_viv	antiguedad	focos_inca	focos_ahor	renta	estim_pago	tot_resid	tot_hom	tot_muj	tot_hog	factor
100003801	54590.15	33	40	0	0	3	8	2700	0	2	1	1	1	247
100003802	47213.11	29	75	0	0	0	7	3000	0	2	1	1	1	247
100003803	82622.95	47	0	0	20	0	17	0	4000	6	2	4	1	247
100003804	30737.69	29	40	0	0	3	10	4000	0	3	0	3	1	247
100003805	42295.07	55	37	0	7	0	12	0	5000	2	2	0	1	247
100010401	73076.07	66	36	0	16	10	10	0	5000	5	2	3	1	200
100010402	14673.91	74	0	3	36	0	8	0	4000	2	1	1	1	200
100010404	16141.3	83	0	0	35	0	8	0	1300	2	1	1	1	200
100010405	58695.65	62	0	0	15	0	10	0	3000	1	0	1	1	200
100010406	49548.89	53	57	0	33	2	5	0	3500	4	2	2	1	200
100027701	415081.95	50	56	3	16	26	26	0	30000	3	1	2	1	205
100027702	1549.18	69	0	0	27	0	30	0	15000	5	1	4	1	205
100027703	6049.17	82	0	12	40	0	7	0	3000	2	0	2	1	205
100027706	14262.29	48	35	0	27	0	10	0	3000	4	2	2	1	205
100031901	1956.52	41	56	4	0	3	2	1500	0	9	4	5	1	182
100031902	7043.47	66	0	0	30	2	0	0	1000	1	1	0	1	182
100031903	14380.42	54	48	0	40	6	0	0	2500	4	3	1	1	182
100031904	15285.32	45	48	0	0	2	3	0	2000	4	2	2	1	182
100031905	40940.2	35	30	3	25	0	9	2600	0	4	2	2	1	182
100031906	7336.95	40	35	2	38	0	6	0	1500	3	1	2	1	182
100041501	11093.47	73	0	4	13	0	25	0	8000	2	1	1	1	201
100041502	20201.07	33	12	0	25	1	12	0	3000	1	1	0	1	201
100041505	138228.24	54	84	0	0	15	15	0	5000	4	3	1	1	201
100041506	32282.6	81	0	0	35	0	8	0	1000	5	1	4	1	201
100062601	1711.47	87	0	10	46	0	14	0	1000	3	1	2	1	181
100062603	13032.77	36	0	4	0	0	3	1200	0	6	1	5	1	181
100062604	23222.95	92	0	0	50	6	5	0	2000	3	2	1	1	181
100062605	7672.13	74	0	0	40	0	9	0	2500	2	1	1	1	181
100062606	422.95	64	20	1	64	0	6	0	500	1	0	1	1	181
100068001	7336.95	73	0	0	51	0	6	0	1500	2	1	1	1	160
100068002	30326.08	64	12	0	0	3	6	0	3000	3	1	2	1	160
100068003	10213.03	82	20	0	35	8	4	0	1500	8	4	4	2	160
100068004	14086.94	50	48	0	15	0	10	0	2000	5	2	3	1	160
100068005	11739.13	84	0	0	0	6	0	0	1000	1	1	0	1	160
100068006	39130.41	30	56	0	0	0	8	800	0	3	2	1	1	160
100074201	9447.5	37	16	6	0	0	4	1000	0	6	2	4	1	180
100074202	4301.09	74	12	11	64	1	5	0	1000	2	1	1	1	180
100074203	24165.74	71	0	0	30	0	9	0	3000	2	1	1	1	180
100074204	12928.17	35	0	0	0	1	2	1100	0	5	4	1	1	180
100074205	22325.95	25	43	0	0	0	6	1700	0	3	2	1	1	180
100074206	6563.53	93	0	0	35	0	5	0	1000	5	4	1	1	180
100076302	21766.29	39	0	0	0	1	6	0	2500	3	1	2	1	179
100076303	15138.58	38	70	2	60	0	7	2500	0	6	4	2	1	179
100076304	23624.99	32	48	0	40	2	5	2000	0	8	4	4	1	179
100076306	23531.08	41	72	0	0	1	7	2000	0	5	2	3	1	179
100079801	18295.08	64	35	3	0	0	5	1500	0	2	1	1	1	200
100079802	17982.29	66	49	0	0	0	7	0	2000	3	2	1	1	200
100079803	590.16	67	0	6	60	2	2	0	2000	4	1	3	1	200
100079804	12540.97	52	48	0	0	0	5	1300	0	1	1	0	1	200
100079806	7081.96	92	0	0	50	0	6	0	1000	1	0	1	1	200
100101401	1614.13	89	0	0	0	2	5	0	3000	3	1	2	1	187
100101402	45967.47	51	40	0	50	0	13	0	2500	1	1	0	1	187
100101403	7043.47	86	0	0	0	2	5	0	1500	1	1	0	1	187
100101404	1614.13	85	0	9	65	5	4	0	3000	1	0	1	1	187
100101405	12228.26	52	48	2	0	1	9	0	1500	3	1	2	1	187
100103701	58902.26	32	78	0	0	0	8	2000	0	3	1	2	1	131
100103702	12983.6	41	60	0	40	1	0	700	0	2	2	0	1	131
100103703	2188.52	76	24	0	0	0	0	750	0	1	1	0	1	131
100103704	14655.73	75	0	5	45	0	9	0	2500	6	0	6	1	131
100103705	23803.24	38	56	0	0	3	1	0	1500	4	2	2	1	131
100105902	14086.95	61	0	0	0	0	12	0	2500	6	2	4	1	168
100105903	23820.62	36	45	2	0	0	5	2500	0	3	2	1	1	168
100105904	4278.9	62	40	0	0	2	4	0	2500	6	2	4	1	168
100105905	36367.82	30	65	0	0	3	2	1500	0	2	1	1	1	168
100105906	37790.2	33	36	2	0	3	1	1600	0	3	1	2	1	168
100109501	2421.19	57	0	0	7	0	5	0	2000	3	1	2	1	183
100109503	1467.39	78	0	8	0	0	12	1000	0	2	1	1	1	183
100109504	20506.78	46	30	0	70	0	6	0	1800	3	2	1	1	183
100109506	17510.85	43	84	0	0	0	2	1500	0	2	1	1	1	183
100110601	8350.81	60	0	5	40	7	4	0	2000	4	1	3	1	147
100110602	29508.19	66	0	0	20	0	9	0	3000	3	1	2	1	147
100110603	14163.93	45	48	0	27	0	25	0	4000	5	2	3	1	147
100110604	78.68	58	56	0	30	0	9	0	1500	2	0	2	1	147
100110605	8965.56	51	48	0	22	0	4	0	2500	1	1	0	1	147
100110606	45245.89	51	50	0	20	0	35	0	6000	1	1	0	1	147
100141001	19076.08	61	0	0	0	2	6	0	1500	2	0	2	1	167
100141002	3130.43	62	0	10	0	3	2	2800	0	6	2	4	1	167
100141003	11641.3	55	40	0	45	1	3	0	3000	1	0	1	1	167
100141004	37304.51	81	98	0	40	0	8	0	2000	2	1	1	1	167
100141006	19956.52	88	0	0	47	2	6	0	2500	3	1	2	1	167
100146201	59668.5	52	0	0	77	0	15	0	3000	5	2	3	1	149
100146202	23867.4	43	48	2	40	0	10	0	5000	3	1	2	1	149
100146204	26850.81	23	48	0	0	2	6	1000	0	4	3	1	4	149
100146205	4475.13	83	0	9	0	0	10	0	2000	2	0	2	1	149
100146206	12132.59	52	69	2	50	0	20	1000	0	2	0	2	1	149
100159301	3824.99	73	63	0	50	3	10	0	4500	5	4	1	1	208
100159302	30766.29	36	38	1	0	8	2	1500	0	2	0	2	1	208
100159303	25630.42	30	45	0	30	0	8	0	1000	1	0	1	1	208
100159304	4737.7	67	50	0	0	0	6	0	2000	5	3	2	1	208
100159305	49769	33	0	0	0	0	9	0	4000	3	1	2	1	208
100177801	20262.29	67	0	0	47	0	8	0	1500	5	3	2	1	178
100177802	23606.55	67	40	0	40	2	4	0	2000	4	3	1	1	178
100177803	35248.51	68	40	0	30	0	8	0	1500	1	1	0	1	178
100177804	21245.89	45	48	0	0	0	5	0	1000	4	3	1	1	178
100177805	7081.96	69	0	0	35	0	8	0	1000	7	3	4	1	178
100177806	6491.8	66	0	0	35	0	10	0	3000	1	0	1	1	178
100179401	8114.67	63	0	0	0	0	4	700	0	1	1	0	1	192
100179402	30619.55	41	40	0	25	1	13	2100	0	4	2	2	1	192
100179403	21717.38	20	40	0	1	0	6	1200	0	3	1	2	1	192
100179404	10271.72	74	40	0	35	0	5	0	1000	1	1	0	1	192
100179405	13989.12	43	35	3	20	6	2	2000	0	4	1	3	1	192
100179406	14820.64	42	0	0	1	4	0	1300	0	6	4	2	1	192
100189701	23754.09	56	48	0	0	0	6	0	2000	3	1	2	1	181
100189702	12122.94	61	36	0	36	1	6	0	3500	1	0	1	1	181
100189703	14754.09	76	0	0	0	4	3	0	1500	2	0	2	1	181
100189704	11877.04	58	5	0	50	0	5	0	1200	1	1	0	1	181
100190901	36073.34	39	48	3	0	0	8	3000	0	4	3	1	1	217
100190902	17608.69	68	0	0	41	0	11	0	4000	2	1	1	1	217
100190903	88043.47	79	0	0	44	0	30	0	7000	6	2	4	1	217
100190904	38298.91	78	0	0	0	0	24	0	7000	1	1	0	1	217
100190905	13328.78	36	56	0	47	1	7	0	2500	2	1	1	1	217
100192501	126195.63	53	40	0	60	0	16	0	3000	2	0	2	1	175
100192502	7043.47	80	0	6	40	0	4	0	2000	1	0	1	1	175
100192503	23517.37	43	48	0	60	0	4	0	2000	2	1	1	1	175
100192504	3149.99	67	0	8	45	0	6	0	1500	4	1	3	1	175
100192505	13010.86	52	56	0	70	0	6	0	1500	1	1	0	1	175
100192506	45929.31	50	45	0	50	0	9	0	2000	3	1	2	1	175
100194601	29508.19	45	99	0	25	0	10	0	5000	1	1	0	1	177
100194603	34303.26	29	46	0	0	0	9	2250	0	1	0	1	1	177
100194605	6550.81	60	0	0	0	7	0	4000	0	6	4	2	1	177
100194606	4377.04	70	10	6	69	0	6	2000	0	1	0	1	1	177
100198001	63097.82	66	0	0	4	0	8	0	1200	4	2	2	1	171
100198002	51163.03	26	84	0	10	4	6	4800	0	5	4	1	1	171
100198003	28574.98	53	60	0	0	0	8	0	2000	5	3	2	1	171
100198004	6970.09	72	0	0	40	0	6	0	3000	2	1	1	1	171
100198005	3976.62	68	30	0	44	2	2	0	1500	2	1	1	1	171
100198006	8804.34	54	56	0	50	5	3	2000	0	2	1	1	1	171
100208201	16433.69	51	36	4	0	5	0	1000	0	3	2	1	1	146
100208202	54039.76	41	40	0	90	0	18	0	3000	4	2	2	1	146
100208203	188801.1	33	48	0	40	0	9	4000	0	1	1	0	1	146
100208204	5966.85	64	0	0	36	0	6	0	3000	3	1	2	1	146
100208206	23622.76	25	40	0	0	0	10	0	3000	3	2	1	1	146
100252301	596054.34	73	0	0	40	0	7	0	3000	4	2	2	2	175
100252303	8413.04	73	0	12	50	0	6	0	2000	3	0	3	1	175
100252304	74592.38	48	20	4	50	0	14	0	5000	5	4	1	1	175
100252305	20543.47	74	0	0	38	0	11	0	1500	2	1	1	1	175
100252306	16141.28	78	48	0	50	0	6	0	2000	3	2	1	1	175
100260801	40546.22	39	52	4	8	0	12	0	2500	5	2	3	1	166
100260802	12777.04	48	48	0	45	0	6	0	2500	1	1	0	1	166
100260803	37081.95	45	38	0	50	0	7	0	1500	5	3	2	1	166
100260804	13254.09	59	0	1	40	0	6	0	1500	5	0	5	1	166
100260805	16991.79	46	48	0	0	0	7	0	2000	4	3	1	1	166
100260806	2754.09	39	0	2	53	0	8	0	2500	4	1	3	1	166
100277401	8217.39	50	0	4	0	3	0	0	2000	4	2	2	1	167
100277402	20690.2	75	0	8	0	4	4	0	4000	7	2	5	2	167
100277403	23478.24	31	95	0	38	0	15	0	2500	4	2	2	1	167
100277404	20592.37	54	40	0	26	2	5	0	1000	3	1	2	1	167
100277405	4402.17	66	40	0	40	2	7	0	3500	5	3	2	1	167
100277406	5869.56	63	0	3	29	0	8	0	4000	3	0	3	1	167
100282701	14754.09	53	0	0	35	2	5	0	2000	3	2	1	1	178
100282702	48098.35	60	48	0	29	2	5	0	1800	1	1	0	1	178
100282703	17213.1	73	15	0	37	0	10	0	3500	3	2	1	1	178
100282704	56065.57	72	0	0	0	13	1	0	4000	1	0	1	1	178
100282705	17409.82	85	0	2	60	0	6	0	5000	1	0	1	1	178
100282706	26557.37	60	0	0	25	33	0	0	1000	3	2	1	1	178
100284902	45097.8	47	24	0	16	22	12	0	8000	2	2	0	1	167
100284904	31206.51	28	48	0	10	0	4	1250	0	4	3	1	1	167
100284905	8510.86	60	28	9	60	0	2	600	0	4	2	2	1	167
100284906	42554.34	50	40	3	27	12	0	0	3500	4	1	3	1	167
100298502	21032.59	46	45	0	40	0	19	0	4000	4	2	2	1	212
100298504	58695.65	44	48	0	9	0	16	0	8000	3	1	2	1	212
100298506	8902.17	90	0	8	5	0	13	0	3000	3	2	1	1	212
100318603	1711.47	71	0	0	25	10	1	0	12000	6	3	3	2	237
100318605	92459.01	49	60	0	35	0	50	8000	0	4	2	2	1	237
100321002	586.95	65	0	1	62	0	4	0	700	2	1	1	1	174
100321003	7336.95	58	10	0	18	4	4	0	3000	5	3	2	1	174
100321004	12961.94	49	63	3	30	4	5	0	1500	4	1	3	1	174
100321006	28252.16	37	45	0	35	0	12	0	5000	4	2	2	1	174
100322201	23370.15	28	0	0	0	0	8	1500	0	3	2	1	1	187
100322202	85624.3	42	0	0	0	0	9	4000	0	6	4	2	1	187
100322204	1566.29	84	0	0	33	0	9	0	8000	5	2	3	1	187
100322205	104419.88	64	48	0	18	0	20	0	50000	4	2	2	1	187
100322206	54198.89	65	0	0	65	0	25	0	8000	5	3	2	1	187
100326301	9391.28	65	36	8	0	3	0	900	0	1	0	1	1	183
100326302	13769	42	67	0	40	3	2	2000	0	5	2	3	1	183
100326303	51260.85	47	40	1	60	3	5	0	2000	2	0	2	1	183
100326304	19565.2	43	66	0	50	0	6	0	800	5	3	2	1	183
100326306	19549.54	69	40	0	50	1	6	0	2000	2	1	1	1	183
100328801	28263.92	43	48	0	50	0	9	0	2500	3	1	2	1	171
100328802	21639.33	44	45	0	1	4	2	2000	0	1	1	0	1	171
100328803	32333.59	45	40	0	15	0	11	2000	0	1	0	1	1	171
100328804	18895.06	53	51	4	2	2	6	2500	0	3	0	3	1	171
100328805	21157.36	79	42	0	0	1	6	1500	0	1	1	0	1	171
100328806	21447.53	34	63	0	0	0	10	3000	0	1	1	0	1	171
100344402	11680.43	82	0	10	35	5	6	0	2500	9	5	4	1	190
100344403	23355.95	52	78	3	40	0	7	0	2000	3	1	2	1	190
100344404	20430.97	67	18	0	40	2	7	0	1800	2	1	1	1	190
100344405	17701.62	39	66	1	30	0	14	0	3500	4	1	3	1	190
100360701	6393.43	63	3	0	0	0	6	700	0	1	1	0	1	171
100360703	5901.63	68	0	0	44	0	6	0	1500	2	1	1	1	171
100360704	6196.72	53	0	0	33	0	7	0	1800	4	2	2	1	171
100360706	15368.84	28	48	0	40	0	4	0	800	3	2	1	1	171
100363901	29201.07	48	88	0	50	0	13	0	1500	9	5	4	1	201
100363902	4548.91	85	0	0	30	0	5	0	2000	5	1	4	1	201
100363903	7630.42	77	0	15	35	4	4	0	500	1	0	1	1	201
100363905	7336.95	56	0	0	40	0	10	0	2500	5	1	4	1	201
100363906	12301.6	52	48	1	40	5	0	0	1000	3	0	3	1	201
100377501	7190.21	71	0	7	38	0	12	0	4000	2	0	2	1	173
100377502	6896.73	65	0	0	30	0	16	0	2500	5	2	3	1	173
100377504	586.95	55	20	0	30	0	9	0	2000	4	3	1	1	173
100377505	25190.2	40	45	0	30	0	9	0	2000	1	1	0	1	173
100377506	6845.86	52	35	0	40	0	14	0	5000	1	1	0	1	173
100391601	15944.26	49	84	0	24	3	3	0	1600	4	3	1	1	196
100391602	5901.63	79	0	10	40	6	4	0	3000	11	6	5	1	196
100391603	2459.01	60	40	0	5	0	28	0	7000	2	1	1	1	196
100396001	7043.47	72	0	0	53	0	10	0	1800	1	1	0	1	183
100396002	6456.52	61	0	0	55	0	7	0	1500	10	4	6	1	183
100396003	7336.95	57	0	0	0	11	0	0	1500	19	5	14	1	183
100396004	1760.86	92	0	11	50	1	4	0	1500	1	0	1	1	183
100396005	32282.6	66	0	0	30	3	4	0	2500	6	3	3	1	183
100396006	2934.78	84	0	12	30	2	4	0	2000	9	3	6	2	183
100427201	19272.91	34	40	1	20	7	5	0	1600	2	1	1	1	183
100427202	10441.98	64	10	3	26	1	20	0	3500	2	0	2	1	183
100427203	32817.67	67	0	0	26	0	20	0	3500	3	1	2	1	183
100427205	36994.47	57	0	5	30	0	5	0	3000	6	1	5	1	183
100427206	35801.1	65	0	0	25	0	8	0	3000	2	1	1	1	183
100433301	22255.43	29	54	0	25	7	0	0	1500	4	2	2	1	204
100433302	27635.85	33	45	0	45	0	9	0	1200	2	1	1	1	204
100433303	3497.27	81	0	2	30	0	5	0	1300	1	0	1	1	204
100433304	22402.17	66	32	0	35	0	9	0	1300	15	7	8	1	204
100433305	18782.59	41	45	0	33	0	5	600	0	8	3	5	1	204
100433306	26266.29	32	48	0	20	2	8	0	1500	5	4	1	1	204
100445801	4795.07	54	4	0	22	1	6	0	1500	3	2	1	1	207
100445802	31263.91	33	41	3	0	0	5	1000	0	5	1	4	1	207
100445803	32754.08	48	51	4	0	0	4	1300	0	2	1	1	1	207
100445804	17051.29	36	66	0	13	2	15	0	2000	5	4	1	1	207
100445805	8112.28	66	9	7	15	0	4	0	1000	3	2	1	1	207
100445806	48147.52	53	72	3	30	7	0	0	1000	2	1	1	1	207
100446401	10858.69	29	60	0	1	2	1	900	0	4	3	1	1	201
100446402	13402.17	57	70	0	36	5	5	0	2000	9	5	4	1	201
100446403	9538.04	96	0	0	1	4	0	0	1000	2	1	1	1	201
100446405	10271.73	41	0	0	1	9	2	2800	0	10	5	5	1	201
100446406	12717.39	50	70	2	50	11	4	0	1200	9	5	4	1	201
100457701	15344.26	28	0	0	0	0	5	1000	0	4	3	1	1	200
100457702	1622.95	67	0	0	40	2	4	0	1000	13	5	8	1	200
100457705	6688.52	65	48	0	30	0	17	0	1200	11	3	8	1	200
100462901	9073.36	48	44	0	35	3	0	0	1500	1	1	0	1	186
100462903	32282.6	35	60	3	0	0	9	0	1200	3	1	2	1	186
100462904	16806.51	43	24	2	0	0	7	0	1500	3	1	2	1	186
100462905	25239.12	36	68	0	33	1	17	0	2500	4	3	1	1	186
100462906	8804.34	70	0	0	34	0	8	0	2000	1	1	0	1	186
100492501	10369.55	58	0	4	60	0	10	0	2000	5	1	4	1	147
100492502	20552.27	61	0	0	0	0	10	1500	0	8	5	3	1	147
100492504	49474.56	35	54	0	40	0	21	0	8000	1	1	0	1	147
100492505	24211.94	37	15	0	20	0	10	0	2000	4	1	3	1	147
100492506	29103.24	38	40	0	60	5	5	0	2500	4	1	3	1	147
100498601	43770.47	66	30	0	24	0	11	0	5000	3	2	1	1	213
100498602	29591.78	43	43	2	25	0	8	0	6000	3	0	3	1	213
100498604	29508.19	49	0	0	30	0	12	0	6000	4	1	3	1	213
100498605	88524.59	55	0	3	0	0	20	5500	0	5	3	2	1	213
100498606	32655.73	42	20	2	25	0	13	4500	0	3	1	2	1	213
100508002	76304.34	48	0	0	25	0	11	0	4500	6	2	4	1	203
100508004	34239.12	52	0	0	22	3	16	0	4000	5	2	3	1	203
100508005	46076.07	33	45	0	0	0	9	3500	0	4	3	1	1	203
100508006	25131.51	32	54	1	0	0	13	0	1900	2	0	2	1	203
100517201	19093.91	46	22	3	15	6	0	0	800	4	1	3	1	236
100517202	6662.97	47	1	0	27	0	10	0	500	3	2	1	1	236
100517203	19342.53	39	60	0	15	0	8	0	1200	4	3	1	1	236
100517204	27805.51	29	20	2	3	1	2	1100	0	3	2	1	1	236
100517205	17801.09	41	120	0	22	0	6	0	1000	4	3	1	1	236
100517206	8293.91	77	0	0	12	0	1	0	400	1	0	1	1	236
100521301	30448.35	31	0	0	0	1	6	0	1000	6	5	1	1	196
100521302	24065.21	41	0	0	25	0	8	0	1800	4	1	3	1	196
100521303	11739.13	59	0	0	30	0	8	0	2000	6	3	3	1	196
100521304	26755.4	51	50	3	27	9	1	0	800	1	0	1	1	196
100521305	46222.81	57	0	0	0	0	9	600	0	3	1	2	1	196
100521306	19124.99	38	65	0	0	0	6	0	1000	5	3	2	1	196
100536801	28721.31	39	48	0	25	0	7	1300	0	5	3	2	1	197
100536802	33442.61	34	60	0	0	0	12	0	2000	7	2	5	1	197
100536803	10327.86	52	0	0	20	7	0	0	1500	6	4	2	1	197
100536804	13770.48	36	45	3	20	0	8	0	2000	5	4	1	1	197
100536805	37524.56	46	70	0	19	0	8	1500	0	4	1	3	1	197
100536806	60737.68	40	48	0	17	0	12	0	3000	4	2	2	1	197
100540401	31915.74	33	50	1	15	0	6	0	2000	2	1	1	1	183
100540403	21423.89	41	68	0	17	0	9	0	1500	5	1	4	1	183
100540404	28858.69	47	40	0	0	7	0	0	1300	1	0	1	1	183
100540405	16019.01	62	48	0	30	0	10	0	2000	4	2	2	1	183
100540406	57277.15	44	60	0	16	0	7	0	1800	3	1	2	1	183
100561701	22131.14	27	0	0	30	0	9	0	1600	4	3	1	1	180
100561702	28524.58	31	55	0	20	0	5	1200	0	5	2	3	1	180
100561703	13868.83	59	48	0	28	0	6	0	1000	3	2	1	1	180
100561704	7032.77	53	48	0	30	0	5	0	980	2	1	1	1	180
100561705	4947.03	46	48	0	0	2	4	0	500	1	1	0	1	180
100561706	2129.5	45	21	0	0	0	1	0	800	3	1	2	1	180
100563901	20934.77	38	42	0	30	5	7	0	1500	5	3	2	1	189
100563902	42490.74	65	42	0	31	4	4	0	1200	6	3	3	1	189
100563903	58402.14	29	0	0	0	5	1	0	1000	5	2	3	1	189
100563904	19076.08	50	0	0	0	0	6	0	1200	5	2	3	1	189
100563906	24138.57	38	60	1	0	7	0	0	1500	4	0	4	1	189
100564501	8951.08	36	28	2	38	0	8	0	1200	3	0	3	1	183
100564502	23737.47	48	0	6	0	0	9	0	1200	5	2	3	1	183
100564503	17608.69	31	0	0	25	0	9	0	1500	3	2	1	1	183
100564504	7180.41	43	48	0	33	3	5	0	800	4	0	4	1	183
100564505	9479.33	31	0	3	0	7	3	800	0	4	2	2	1	183
100564506	37418.46	34	78	0	0	5	3	0	1800	5	2	3	1	183
100568601	32409.82	49	58	0	30	0	10	0	2500	4	2	2	1	189
100568603	26616.39	24	48	0	0	0	6	1000	0	4	3	1	1	189
100568604	30245.88	45	40	0	4	2	4	0	1200	1	0	1	1	189
100568605	21245.9	37	56	0	1	0	5	1000	0	5	3	2	1	189
100587002	36097.81	56	20	0	30	0	10	0	3000	5	4	1	1	180
100587003	14673.91	66	0	0	0	0	4	0	2000	2	1	1	1	180
100587004	39076.61	53	40	0	28	0	7	0	1000	1	1	0	1	180
100587005	12326.08	68	0	0	13	0	6	0	3000	4	2	2	1	180
100587006	50429.32	51	48	0	27	0	7	0	2000	2	1	1	1	180
100605201	35801.1	38	40	0	0	0	30	4000	0	3	1	2	1	178
100605202	75580.1	32	40	0	0	0	15	3500	0	2	1	1	1	178
100605203	51215.46	50	70	2	0	0	8	0	3000	3	2	1	1	178
100605205	11337.01	63	0	0	35	0	12	0	4000	5	3	2	1	178
100605206	18099.44	62	84	0	35	4	1	0	3000	3	1	2	1	178
100606301	29836.95	53	40	0	70	0	11	0	3500	6	3	3	1	223
100606302	58695.65	72	0	0	40	0	15	0	3500	4	2	2	1	223
100606305	44432.6	52	48	0	0	0	11	3500	0	2	1	1	1	223
100606306	100736.41	61	77	0	1	0	11	0	5000	4	2	2	1	223
100609801	2704.91	84	0	0	35	0	6	4200	0	5	2	3	1	232
100609802	172.13	28	2	1	30	7	3	0	3000	3	1	2	1	232
100631401	14086.95	59	0	3	40	3	0	0	800	7	4	3	1	171
100631402	3326.07	63	35	0	57	1	0	0	1000	1	1	0	1	171
100631403	10562.77	49	50	0	0	6	0	1200	0	4	2	2	1	171
100631404	30495.3	37	18	1	30	5	2	0	1000	3	2	1	1	171
100631405	29347.82	54	0	0	60	0	7	0	2500	2	1	1	1	171
100631406	15358.68	28	60	0	0	4	1	1800	0	7	3	4	1	171
100634702	12295.07	83	0	0	0	3	3	1800	0	4	2	2	1	174
100634703	23704.91	34	60	0	50	0	3	0	800	4	2	2	1	174
100634704	26385.23	43	35	0	25	0	6	0	2000	2	1	1	1	174
100634705	13155.73	59	35	3	30	7	0	0	2000	6	3	3	2	174
100634706	5739.34	59	40	0	0	5	2	0	2000	7	1	6	1	174
100638901	9594.27	71	20	0	36	0	8	0	2000	3	2	1	1	182
100638903	782.6	32	0	0	70	2	7	0	700	13	8	5	5	182
100638904	13687.33	64	35	5	0	1	2	1200	0	3	2	1	1	182
100638905	9890.21	68	49	0	40	0	6	0	2000	1	1	0	1	182
100638906	34904.33	46	28	0	35	1	4	0	2500	4	3	1	1	182
100654501	19809.77	61	48	0	40	0	12	0	2000	3	2	1	1	180
100654502	4160.04	56	39	0	0	3	3	0	2000	3	1	2	1	180
100654503	2641.3	45	0	5	17	0	10	0	2100	7	3	4	1	180
100654504	3130.42	78	0	8	25	5	1	0	1000	1	0	1	1	180
100654506	15603.25	29	0	0	30	0	7	600	0	4	2	2	1	180
100656601	5901.63	78	42	0	36	0	10	0	1700	6	5	1	1	179
100656602	14754.09	52	0	0	30	0	11	0	5000	4	1	3	1	179
100656603	3172.12	83	0	0	35	3	3	0	1500	2	1	1	1	179
100656604	13278.68	55	35	4	30	2	6	0	1500	8	5	3	1	179
100656605	8655.72	33	45	1	0	3	0	900	0	1	0	1	1	179
100656606	12786.87	65	48	0	18	0	7	0	1000	3	2	1	1	179
100658001	17633.14	43	54	0	38	0	3	0	1000	5	2	3	1	189
100658002	12032.6	77	0	0	40	2	4	0	1200	4	3	1	1	189
100658004	14086.95	62	0	0	39	0	7	0	1200	1	1	0	1	189
100658005	14527.17	36	40	0	0	0	10	0	2000	7	3	4	1	189
100665202	65635.35	75	0	0	35	2	30	0	5000	3	2	1	1	202
100665203	9099.44	66	77	0	20	8	4	0	5000	5	3	2	1	202
100665204	74585.63	63	15	0	25	6	3	0	5000	3	1	2	1	202
100671301	82222.8	60	40	0	5	0	20	0	4000	2	1	1	1	229
100671302	50967.38	55	38	0	0	0	12	3300	0	3	1	2	1	229
100671303	72635.85	58	40	2	30	1	20	0	5000	1	0	1	1	229
100671304	23478.26	66	0	2	17	0	8	0	4000	1	0	1	1	229
100671305	68967.38	51	40	0	30	0	10	0	4000	3	1	2	1	229
100677801	64918.02	66	0	0	30	0	15	0	8000	3	0	3	1	199
100677802	144098.35	43	0	0	20	6	10	0	10000	4	2	2	1	199
100677803	34868.84	95	0	8	53	0	63	0	25000	1	0	1	1	199
100688401	13157.6	45	0	0	15	0	6	1000	0	4	1	3	1	189
100688402	29347.82	72	0	0	35	1	6	0	1000	3	2	1	1	189
100688403	4402.17	62	0	3	0	10	2	0	1500	2	0	2	1	189
100688405	23747.26	53	62	0	0	0	12	0	1800	2	1	1	1	189
100688406	880.43	22	50	2	0	9	0	1500	0	4	1	3	1	189
100691701	10327.86	61	0	0	0	0	12	0	3500	3	1	2	1	180
100691702	16229.49	64	36	0	35	0	6	0	1500	2	1	1	1	180
100691703	14852.45	42	46	0	0	3	4	0	1200	5	3	2	1	180
100691705	5090.15	42	0	4	33	0	6	0	1200	7	2	5	1	180
100691706	26680.29	52	60	0	37	1	5	0	1000	2	1	1	1	180
100695902	11680.43	69	0	0	34	0	7	0	1000	2	1	1	1	174
100695903	15309.76	41	65	0	0	0	8	1000	0	4	1	3	1	174
100695904	13206.52	64	42	0	0	0	6	1000	0	1	0	1	1	174
100695905	18146.71	32	41	0	32	0	6	0	1200	3	2	1	1	174
100695906	20347.82	32	0	0	35	4	0	0	1000	5	3	2	1	174
100711501	16434.78	52	55	0	15	3	2	0	1000	6	3	3	1	184
100711502	22010.86	42	64	0	30	0	4	0	1200	4	3	1	1	184
100711503	16828.5	60	48	4	23	0	6	0	1200	3	0	3	1	184
100711504	45489.12	41	60	0	8	0	8	0	1500	4	1	3	1	184
100711505	1540.76	80	10	0	10	0	6	0	2300	2	1	1	1	184
100711506	24643.34	37	48	1	16	0	9	0	1200	2	1	1	1	184
100718601	13389.31	51	51	0	0	0	8	0	2000	3	1	2	1	192
100718602	25180.29	38	55	0	0	1	5	0	1500	5	3	2	1	192
100718604	19426.21	34	48	0	27	0	6	0	1500	5	3	2	1	192
100718605	157622.91	59	60	0	15	6	3	2500	0	1	1	0	1	192
100718606	68655.73	52	40	0	25	10	3	0	4000	4	2	2	1	192
100720001	15163.03	33	48	1	35	0	9	0	1200	2	0	2	1	203
100720002	7141.29	56	8	5	32	0	6	0	1200	1	0	1	1	203
100720003	17168.47	25	48	0	0	2	2	1100	0	3	1	2	1	203
100720004	38641.29	30	0	0	42	0	8	0	2000	2	1	1	1	203
