folioviv	ingresotrim	edad	hor_1	hijos_viv	antiguedad	focos_inca	focos_ahor	renta	estim_pago	tot_resid	tot_hom	tot_muj	tot_hog	factor
400071201	17204.41	59	25	0	0	0	23	0	3500	3	2	1	1	149
400071202	56685.08	60	0	0	33	0	18	0	3000	2	1	1	1	149
400071204	8950.27	64	0	3	30	0	9	0	3500	8	5	3	1	149
400071206	7955.8	42	36	0	0	0	3	0	2000	4	1	3	1	149
400077901	1540.76	99	0	5	50	0	4	0	500	2	1	1	1	145
400077903	8902.17	45	48	2	8	2	8	0	1200	3	2	1	1	145
400077904	28076.08	42	30	0	0	0	12	0	3000	1	0	1	1	145
400077905	13175.2	49	21	0	20	0	4	0	1000	2	1	1	1	145
400077906	14453.79	45	48	1	25	0	5	0	1200	4	2	2	1	145
400078601	17704.91	42	0	0	2	0	5	0	1000	3	1	2	1	147
400078602	21983.59	49	40	0	1	0	4	0	1800	4	2	2	1	147
400078603	6208.52	69	0	0	32	0	2	0	1200	3	1	2	1	147
400078604	6196.72	74	72	0	25	0	6	0	2000	4	2	2	1	147
400078605	13549.16	43	48	1	43	0	6	0	1500	3	2	1	1	147
400078606	4721.31	82	0	5	15	0	10	0	5000	5	3	2	1	147
400079501	12717.38	53	0	0	20	0	3	0	800	1	1	0	1	136
400079502	23135.86	40	0	0	1	1	5	0	1500	5	3	2	1	136
400079503	44657.58	43	40	0	40	0	9	1600	0	1	1	0	1	136
400079504	20396.71	45	56	0	19	2	13	0	2000	3	2	1	1	136
400079505	15652.17	65	60	0	40	1	3	0	1000	1	1	0	1	136
400083001	33260.86	55	48	0	30	2	6	0	2000	4	2	2	1	152
400083002	18586.95	51	68	0	35	0	11	0	1500	4	2	2	1	152
400083003	20050.42	37	63	0	20	0	5	0	1100	5	3	2	1	152
400083004	17926.62	40	9	4	0	2	0	800	0	2	1	1	1	152
400134401	25713.58	29	56	0	20	0	6	0	1500	4	3	1	1	127
400134402	11086.14	67	49	0	20	0	3	0	1000	2	1	1	1	127
400134403	1614.13	82	0	3	30	0	9	0	1500	4	2	2	1	127
400134405	26119.55	38	104	0	40	0	5	0	1000	4	2	2	1	127
400134406	78163.03	60	28	0	22	0	12	0	3000	6	3	3	1	127
400135701	13573.76	75	0	0	35	0	7	0	3000	5	2	3	1	131
400135702	51442.62	42	40	2	30	0	5	0	1500	3	1	2	1	131
400135703	24590.13	33	60	0	50	0	18	0	4000	9	3	6	2	131
400135704	5498.34	67	56	4	50	0	12	0	3000	5	2	3	1	131
400135705	24590.15	66	0	0	37	0	11	0	2500	5	2	3	1	131
400135706	11139.33	35	40	0	80	0	8	0	1500	3	1	2	1	131
400146801	19032.77	30	90	0	38	0	4	0	1000	3	1	2	1	145
400146802	10229.49	61	0	3	27	0	8	0	2000	3	1	2	1	145
400146803	23213.1	55	96	0	0	0	2	0	1500	6	5	1	1	145
400146804	22770.47	45	112	0	0	0	6	0	3000	7	2	5	1	145
400146805	35262.28	65	42	0	30	0	6	0	2000	7	4	3	1	145
400146806	20778.68	64	48	1	55	0	5	0	1000	1	0	1	1	145
400163301	79239.13	70	0	5	30	0	8	0	3000	2	1	1	1	172
400163303	6867.39	57	20	0	17	0	3	0	2000	2	1	1	1	172
400163305	21130.42	45	58	0	34	0	6	0	3500	3	1	2	1	172
400163306	2166.84	71	0	3	0	0	6	0	5000	1	0	1	1	172
400164202	7140.32	77	0	0	50	0	5	0	3000	3	1	2	1	107
400164203	6563.53	66	0	0	10	1	5	0	1500	2	1	1	1	107
400164204	15946.39	29	0	0	0	0	10	2000	0	6	2	4	1	107
400164205	21530.37	51	32	0	30	1	13	0	3000	3	1	2	1	107
400164206	62651.92	48	0	2	1	0	12	0	4000	9	3	6	1	107
400165902	4989.13	56	0	0	38	0	6	0	1500	4	2	2	1	164
400165903	101792.92	56	35	0	36	0	16	0	3500	1	1	0	1	164
400165904	3815.21	74	0	5	30	0	11	0	3000	6	3	3	1	164
400165905	29445.64	43	40	0	35	0	10	0	3000	6	2	4	1	164
400174601	17409.81	34	45	2	10	0	10	0	1500	4	1	3	1	139
400174602	3688.52	46	15	3	13	0	2	0	800	3	2	1	1	139
400174603	22153.76	37	79	0	11	1	3	0	1200	5	2	3	1	139
400174604	6196.72	76	84	0	20	3	3	0	2000	3	2	1	1	139
400174605	4664.25	76	84	8	30	0	4	0	1000	2	1	1	1	139
400178501	155934.77	56	82	0	0	0	12	0	3000	5	4	1	1	142
400178502	7043.47	50	27	0	6	2	0	0	2500	2	1	1	1	142
400178503	188315.19	45	0	0	5	0	35	0	5500	4	2	2	1	142
400178504	89510.85	37	5	0	2	0	10	0	5000	1	0	1	1	142
400178506	7043.47	91	0	5	40	0	6	0	2000	5	2	3	1	142
400179001	27122.26	53	16	0	0	0	6	0	2000	6	3	3	1	161
400179002	7923.91	67	0	0	30	0	10	0	2000	2	1	1	1	161
400179004	38152.17	59	0	0	20	0	30	0	3000	3	2	1	1	161
400179005	24456.51	40	51	0	19	0	8	0	1500	4	2	2	1	161
400179006	18391.28	65	48	0	30	0	9	0	1800	3	2	1	1	161
400191401	440.21	49	0	4	14	4	0	0	1000	3	2	1	1	139
400191402	17099.99	28	70	0	8	0	11	0	1500	3	2	1	1	139
400191403	15945.63	37	56	0	15	0	3	0	1000	4	3	1	1	139
400191405	293.47	57	18	0	25	0	4	0	1500	5	2	3	1	139
400191406	19663.02	36	40	0	30	3	5	0	1000	4	1	3	1	139
400193701	17704.91	47	0	0	10	0	2	0	1000	2	1	1	1	146
400193702	25450.81	38	56	0	5	0	6	0	2000	4	2	2	1	146
400193703	17901.63	62	77	0	40	3	0	0	600	1	1	0	1	146
400193704	1064.75	39	84	4	35	1	3	0	900	3	2	1	1	146
400193706	37868.84	52	40	0	25	0	8	0	2000	4	2	2	1	146
400194802	8262.29	56	30	0	40	0	9	0	2000	4	2	2	1	155
400194803	12786.86	43	0	0	29	0	5	0	2000	5	2	3	1	155
400194804	13136.05	52	48	1	31	1	4	0	800	2	0	2	1	155
400194805	22918.03	58	0	0	30	0	9	0	2500	6	3	3	1	155
400194806	50163.93	26	0	0	30	0	8	0	2600	3	1	2	1	155
400197303	12949.71	31	63	0	31	0	6	0	1500	3	2	1	1	161
400197304	36097.82	31	0	0	0	0	5	1500	0	3	3	0	1	161
400197305	29103.24	42	48	0	0	0	5	1000	0	3	3	0	1	161
400197306	14233.69	52	40	0	30	0	10	0	6000	2	2	0	1	161
400208201	8950.27	47	0	0	0	0	2	800	0	2	1	1	1	160
400208202	20138.11	58	40	0	10	0	10	0	3000	3	2	1	1	160
400208203	23867.4	43	60	0	7	0	14	0	3000	5	3	2	1	160
400208204	14917.12	76	0	0	40	0	6	0	800	2	1	1	1	160
400208205	3779.97	32	80	0	28	0	6	0	1000	3	1	2	1	160
400208206	9750.81	73	49	0	40	1	2	0	1000	2	1	1	1	160
400217901	11152.17	72	0	5	32	1	7	0	2000	10	3	7	1	149
400217902	4534.23	59	28	4	32	0	5	0	1500	1	0	1	1	149
400217903	52826.08	65	0	0	24	0	10	0	3000	3	3	0	1	149
400217905	115532.6	61	0	0	30	0	7	0	2800	3	2	1	1	149
400217906	25679.33	62	0	4	31	2	7	0	2500	3	2	1	1	149
400220601	25918.01	31	40	0	0	0	8	2000	0	5	2	3	1	146
400220603	49573.76	53	0	0	35	0	14	0	1300	4	2	2	1	146
400220604	39442.62	56	0	0	50	0	13	0	1500	3	2	1	1	146
400220605	10573.76	52	35	2	30	0	10	0	3000	2	1	1	1	146
400225501	185380.42	60	40	0	26	0	38	0	6000	3	2	1	1	133
400225502	163956.51	56	30	2	23	0	50	0	20000	1	0	1	1	133
400225503	105163.04	39	40	0	1	0	6	4000	0	2	1	1	1	133
400225506	73369.56	54	60	0	25	0	22	0	15000	2	1	1	1	133
400260001	8804.34	56	0	5	0	0	3	500	0	7	2	5	1	158
400260003	1702.17	87	0	0	7	0	5	0	1500	2	1	1	1	158
400260004	1702.17	69	0	0	15	0	3	0	800	2	1	1	1	158
400260005	2396.73	67	35	0	10	2	4	0	1500	4	2	2	1	158
400260006	14673.91	63	0	0	28	0	4	0	1800	2	1	1	1	158
400266402	5600.53	70	0	5	50	4	10	0	5000	2	1	1	1	147
400266403	29922.51	77	40	0	40	0	10	0	1500	2	1	1	1	147
400266405	57130.43	48	53	0	50	2	13	0	3000	3	2	1	1	147
400266406	9978.25	76	15	0	43	0	6	0	5000	4	2	2	1	147
400281701	41311.47	58	0	0	0	0	6	0	3000	1	0	1	1	93
400281702	5901.63	91	0	0	20	0	2	0	1500	1	1	0	1	93
400281703	115149.82	75	0	0	26	12	8	0	6000	2	1	1	1	93
400281704	29385.23	48	40	0	50	0	6	0	2000	1	1	0	1	93
400281705	6786.88	65	0	0	50	0	3	0	1500	3	1	2	1	93
400281706	24196.7	46	40	0	80	4	1	0	2000	4	3	1	1	93
400283801	5286.88	50	10	0	0	0	6	1500	0	2	1	1	1	173
400283802	20655.73	81	0	0	0	0	8	0	500	2	1	1	1	173
400283804	81147.53	59	0	0	25	6	12	0	10000	4	3	1	1	173
400283806	29508.19	88	0	5	35	0	8	0	5000	3	0	3	1	173
400295301	39081.5	35	63	0	20	1	6	0	2000	3	1	2	1	129
400295305	3423.91	27	0	3	13	0	10	0	2000	5	2	3	1	129
400295306	147839.65	46	44	0	26	3	8	0	4000	4	2	2	1	129
400304202	50593.92	66	0	0	16	0	19	0	5000	3	1	2	1	128
400304203	129281.74	43	60	0	15	0	5	0	1000	4	1	3	1	128
400304204	5370.16	63	45	0	13	0	4	0	500	1	1	0	1	128
400304206	7160.22	80	0	0	20	0	15	0	5000	6	2	4	1	128
400306901	6099.45	70	0	1	36	0	3	0	1000	2	0	2	1	142
400306903	88043.47	55	0	0	15	0	24	0	3000	3	0	3	1	142
400306905	107119.54	42	0	0	40	0	12	0	12000	4	2	2	1	142
400306906	29347.82	44	30	3	23	5	25	0	10000	6	2	4	1	142
400309601	31377.01	26	0	0	8	1	5	0	3000	2	1	1	1	139
400309602	17213.1	29	0	0	28	0	4	0	4000	5	4	1	1	139
400309603	27540.98	64	42	0	30	0	10	0	4000	5	3	2	1	139
400309606	1081.96	86	0	5	40	0	8	0	3000	2	1	1	1	139
400315501	13206.52	83	0	4	35	0	10	0	5000	1	0	1	1	174
400315502	1702.17	67	0	3	40	0	4	0	1000	4	2	2	1	174
400315503	39326.08	78	0	0	40	0	10	0	4000	6	4	2	1	174
400315504	46956.52	62	0	2	33	0	5	0	4000	3	0	3	1	174
400315505	20543.47	62	0	2	25	0	8	0	2000	6	3	3	1	174
400315506	904.87	47	35	0	50	0	2	0	500	1	1	0	1	174
400317001	12203.79	41	48	3	23	2	3	0	2000	3	1	2	1	152
400317002	10858.68	52	30	2	20	0	7	0	4000	4	1	3	1	152
400317003	1663.03	63	0	0	34	0	4	0	1000	5	2	3	1	152
400317004	18097.82	48	0	0	15	0	4	0	1500	7	4	3	1	152
400318401	31304.33	32	30	0	30	0	19	0	3500	2	1	1	1	144
400318402	18097.81	76	66	0	35	2	3	0	1500	4	2	2	1	144
400318403	5845.1	39	16	5	0	0	4	0	1200	8	5	3	2	144
400318404	12869.01	59	46	5	10	0	4	0	1200	7	4	3	1	144
400318405	10638.57	41	56	0	15	0	5	0	2000	4	1	3	1	144
400318406	13793.47	67	0	0	30	0	10	0	2500	6	2	4	1	144
400334701	46229.49	54	60	0	24	0	10	0	2000	5	1	4	1	150
400334702	18934.41	46	40	1	20	1	6	0	1500	4	1	3	1	150
400334703	19635.23	56	48	0	22	0	13	0	2500	3	2	1	1	150
400334704	36531.13	52	90	0	23	0	16	0	2000	4	1	3	1	150
400334705	11528.85	40	60	0	20	0	7	0	1200	3	1	2	1	150
400334706	74901.62	45	40	0	24	0	11	0	2000	4	2	2	1	150
400335801	2587.86	58	0	0	26	0	8	0	1500	7	2	5	1	155
400335802	22204.9	49	48	0	0	0	10	0	2000	4	2	2	1	155
400335803	29016.38	41	40	0	24	0	10	0	1500	4	3	1	1	155
400335804	4263.92	59	6	2	0	0	5	0	2000	1	0	1	1	155
400335805	17409.82	41	60	0	35	0	9	0	2500	2	1	1	1	155
400335806	26364.59	48	18	3	23	0	4	0	1500	1	0	1	1	155
400349301	176086.94	66	56	0	12	0	25	0	15000	2	1	1	1	120
400349302	42309.76	44	48	3	4	0	13	0	3000	5	4	1	1	120
400349303	6358.68	69	0	12	20	3	2	0	1000	2	1	1	1	120
400349305	46516.28	46	48	0	11	0	23	0	4500	4	2	2	1	120
400350201	25063.75	76	0	0	12	1	8	0	1000	1	0	1	1	137
400350202	31077.33	65	0	0	13	0	12	0	4000	4	2	2	1	137
400350203	1591.14	39	77	0	0	0	3	0	1300	5	3	2	1	137
400350204	18870.15	45	66	0	0	0	10	2000	0	3	1	2	1	137
400350206	42252.73	46	0	1	4	0	8	0	3000	3	1	2	1	137
400354901	13451.08	53	60	0	18	0	4	0	1500	4	3	1	1	127
400354902	12116.71	34	72	0	12	0	8	1200	0	7	5	2	1	127
400354903	13940.21	36	84	0	0	0	6	0	3000	4	2	2	1	127
400354904	17682.05	22	48	0	10	1	1	0	1000	4	2	2	1	127
400354905	14316.83	36	36	4	15	0	3	0	1200	6	2	4	1	127
400354906	8298.09	38	16	0	7	0	3	0	2000	2	1	1	1	127
400356601	32754.07	34	50	0	3	0	7	0	1500	4	1	3	1	123
400356602	20734.4	63	96	0	9	1	0	0	500	4	2	2	1	123
400356604	12934.41	53	30	4	16	0	7	0	1000	2	0	2	1	123
400356605	9413.11	61	20	0	30	0	5	0	600	3	2	1	1	123
400356606	2704.91	36	18	4	6	1	0	0	1000	4	1	3	1	123
400371501	78994.56	66	40	0	30	0	25	0	4000	4	1	3	1	223
400371505	59086.95	62	0	4	28	0	20	0	4000	4	1	3	1	223
400373001	57228.24	62	40	3	30	2	7	0	5000	2	0	2	1	159
400373004	7630.43	65	51	0	15	0	1	0	250	1	1	0	1	159
400373005	44021.73	43	40	0	2	0	40	0	7000	3	1	2	1	159
400373006	140380.42	52	55	0	15	0	8	3000	0	1	1	0	1	159
400388401	136961.41	50	63	4	1	0	4	0	1500	2	1	1	1	145
400388402	68478.22	46	60	0	10	0	14	0	3000	5	3	2	1	145
400388403	23478.26	48	0	0	20	0	5	0	2000	5	1	4	1	145
400388404	10027.17	49	30	0	15	0	28	0	1000	10	8	2	3	145
400388405	32424.45	45	48	0	22	0	9	0	1400	5	3	2	1	145
400388406	26413.04	62	0	0	20	0	10	0	2500	9	6	3	1	145
400395701	14090.15	48	40	0	15	0	7	0	1600	5	3	2	1	151
400395702	7032.78	42	57	0	5	0	2	0	500	4	2	2	1	151
400395703	5252.45	81	30	0	11	0	2	0	500	3	2	1	1	151
400395704	16524.59	39	72	0	20	0	3	0	1000	4	1	3	1	151
400395705	92208.19	38	70	0	10	0	5	0	2000	4	2	2	1	151
400395706	5901.63	63	0	0	10	0	5	0	2000	5	3	2	1	151
400397802	7849.17	37	70	2	27	0	7	0	2000	5	2	3	1	197
400397806	20065.57	42	0	0	1	0	6	1700	0	3	2	1	1	197
400400301	30668.46	45	55	3	23	0	7	0	1500	4	2	2	1	152
400400302	10990.74	51	68	0	0	0	5	0	1000	4	2	2	1	152
400400304	5869.56	21	0	0	21	2	5	0	3000	2	2	0	1	152
400400305	18150.65	48	72	0	28	0	12	0	2500	9	5	4	1	152
400400306	13705.43	34	48	3	0	0	8	0	1000	5	1	4	1	152
400402201	6414.36	77	4	0	35	0	9	0	1500	3	1	2	1	238
400402202	10740.33	69	0	4	40	0	8	0	2000	7	4	3	1	238
400402204	7383.97	32	10	2	20	0	4	0	1500	3	1	2	1	238
400402205	29834.25	38	0	0	4	0	16	0	5500	2	1	1	1	238
400418902	17975.53	38	56	0	15	0	4	0	1500	3	2	1	1	142
400418904	1839.13	61	84	0	15	0	4	0	1500	3	2	1	1	142
400418905	4402.17	35	10	3	28	1	0	200	0	2	1	1	1	142
400418906	14673.91	56	60	0	30	0	4	0	1500	6	3	3	1	142
400421601	8262.28	47	11	3	10	1	2	0	1500	2	0	2	1	144
400421602	16084.9	46	0	0	11	0	9	0	3500	1	0	1	1	144
400421603	18855.73	47	0	3	3	2	5	0	2000	5	3	2	1	144
400421604	23114.73	32	45	1	2	0	4	0	2500	4	0	4	1	144
400421605	1622.94	50	20	5	25	3	2	0	2000	5	1	4	1	144
400421606	6029.49	60	0	2	20	4	2	0	3000	5	2	3	1	144
400423502	15016.29	30	40	0	25	0	9	0	1300	6	2	4	1	117
400423503	18293.46	43	50	0	15	0	4	0	800	4	2	2	1	117
400434003	3130.43	88	0	5	50	0	3	0	1500	4	1	3	1	155
400434004	5341.3	59	51	0	17	0	10	0	2500	2	1	1	1	155
400434005	88043.47	61	0	0	32	0	30	0	8000	1	1	0	1	155
400434006	48213.58	70	0	0	38	0	10	0	3000	2	1	1	1	155
400437402	61385.86	29	77	0	30	0	11	0	5000	4	3	1	1	145
400437404	25874.98	52	60	0	55	0	12	0	3000	5	3	2	1	145
400437405	6603.26	54	12	0	0	0	4	0	1500	3	2	1	1	145
400437406	49255.41	46	39	0	35	0	11	0	1500	4	1	3	1	145
400440701	45737.69	39	40	0	15	0	30	0	2500	6	4	2	1	138
400440702	12599.99	51	60	4	3	0	4	1000	0	2	1	1	1	138
400440703	32950.81	50	56	0	10	0	14	0	2000	4	1	3	1	138
400440704	70426.21	61	0	0	17	10	9	0	3000	2	1	1	1	138
400440706	35409.83	59	0	0	15	0	15	0	8000	6	4	2	1	138
400451802	31327.86	45	0	0	16	0	5	0	1500	3	2	1	1	150
400451803	43475.4	48	99	0	16	0	10	0	1500	4	2	2	1	150
400451804	117540.97	57	40	0	16	0	15	0	2500	3	1	2	1	150
400451805	24098.35	57	80	0	16	0	15	0	2000	4	2	2	1	150
400451806	32950.8	29	60	0	0	0	11	2000	0	1	1	0	1	150
400456301	13940.21	50	40	0	0	0	7	0	1200	3	1	2	1	126
400456302	18635.86	54	60	0	17	0	5	0	1800	5	3	2	1	126
400456304	20885.85	46	40	4	13	0	7	1300	0	3	1	2	1	126
400456306	12717.38	43	48	0	13	0	4	0	1800	3	2	1	1	126
400474201	16781.75	74	0	0	6	0	1	0	2000	3	2	1	1	140
400474202	37045.19	40	54	0	15	0	10	0	1500	4	2	2	1	140
400474203	20294.75	38	63	0	3	3	2	0	1500	6	2	4	1	140
400474205	16011.04	40	48	0	2	3	2	0	1000	4	3	1	1	140
400474206	3580.11	59	0	7	17	1	5	0	500	4	1	3	1	140
400480901	36195.64	54	0	0	12	2	8	0	2000	4	2	2	1	108
400480902	18586.95	24	40	1	5	0	6	2000	0	4	2	2	1	108
400480904	76548.88	45	70	0	13	0	11	0	1500	4	1	3	1	108
400480905	28244.81	20	64	0	12	0	6	0	1300	3	2	1	1	108
400480906	14086.95	63	0	0	15	0	7	0	1500	3	2	1	1	108
400482601	9442.62	48	35	3	16	0	16	0	2000	4	0	4	1	147
400482603	12540.97	44	0	0	17	0	8	0	300	4	3	1	1	147
400482605	32901.62	41	40	0	15	0	11	0	1500	4	1	3	1	147
400482606	37180.31	50	0	0	0	0	5	1500	0	5	4	1	1	147
400487501	113282.59	55	30	0	20	0	17	1500	0	5	2	3	1	157
400487502	18464.66	50	45	0	20	0	8	0	1200	2	1	1	1	157
400487503	30472.82	24	0	0	0	0	12	0	2500	3	2	1	1	157
400487504	59331.5	54	72	0	20	0	8	0	1500	4	2	2	1	157
400487505	10663.03	34	56	0	20	0	8	1500	0	4	2	2	1	157
400487506	29714.67	43	48	0	17	0	10	0	3000	5	2	3	1	157
400490002	28907.59	32	99	0	10	4	3	0	1400	4	2	2	1	127
400490003	28614.12	46	25	0	5	1	5	0	1000	4	2	2	1	127
400490004	78255.46	38	84	1	5	2	4	1500	0	4	3	1	1	127
400490005	21876.35	35	42	0	5	0	5	1500	0	4	1	3	1	127
400490006	16141.3	64	0	2	16	0	6	0	2000	3	1	2	1	127
400491401	9547.82	51	48	0	14	0	3	0	600	3	1	2	1	144
400491402	11152.17	38	48	0	8	0	7	0	3000	5	4	1	1	144
400491403	1760.86	64	0	6	10	0	1	0	400	1	0	1	1	144
400491404	15603.25	43	63	4	15	0	3	0	1500	3	1	2	1	144
400491405	11166.81	22	70	0	7	0	3	0	1500	4	2	2	1	144
400491406	10017.38	39	70	3	5	0	5	0	1000	5	2	3	1	144
400494701	6265.56	69	14	5	8	3	0	0	700	5	0	5	1	143
400494702	19721.3	90	72	0	4	0	6	0	1000	1	1	0	1	143
400494703	14016.39	64	0	0	14	0	3	0	1500	2	1	1	1	143
400494704	12142.61	39	60	3	8	1	5	0	1200	5	2	3	1	143
400494705	32999.98	24	60	0	8	2	4	0	3000	3	0	3	1	143
400494706	12840.97	43	48	2	10	0	5	0	2000	2	1	1	1	143
400498801	19721.3	25	50	0	15	2	0	0	1000	4	2	2	1	143
400498803	17385.23	54	60	0	5	0	7	0	2000	4	2	2	1	143
400498805	7883.59	72	0	5	42	0	6	0	2000	1	0	1	1	143
400508301	36440.2	55	40	0	1	0	8	0	3000	3	1	2	1	146
400508302	73369.56	37	87	0	11	0	6	0	2000	1	1	0	1	146
400508303	27048.91	30	56	0	3	0	2	0	500	3	1	2	1	146
400508305	15211.95	27	35	3	23	2	2	0	800	4	2	2	1	146
400508306	47836.93	34	45	0	6	0	25	0	3000	5	2	3	1	146
400515201	21422.97	69	36	9	15	2	3	0	700	2	1	1	1	118
400515204	47734.8	57	0	0	25	0	20	0	4000	4	2	2	1	118
400515206	26701.65	62	54	0	20	0	10	0	3000	2	1	1	1	118
400521901	45978.25	50	0	0	21	0	10	0	3000	4	2	2	1	156
400521902	9978.25	63	5	0	21	0	4	0	1500	4	3	1	1	156
400521903	6280.43	59	0	0	10	0	10	0	200	4	3	1	1	156
400521904	21228.24	29	0	0	20	0	9	1000	0	4	1	3	1	156
400521906	25336.95	47	54	0	19	3	8	0	2000	5	4	1	1	156
400536601	14163.92	33	40	0	0	0	7	1100	0	4	3	1	1	143
400536602	14680.31	35	48	0	9	0	4	0	1000	2	1	1	1	143
400536603	14380.31	64	89	0	5	0	3	0	1000	5	2	3	1	143
400536604	9731.79	52	40	2	16	0	8	0	1800	3	2	1	1	143
400536605	54344.23	47	40	0	15	0	7	0	3000	5	1	4	1	143
400536606	37377.02	38	60	0	9	4	3	0	2400	1	0	1	1	143
400540501	16923.89	40	48	0	16	0	4	0	900	5	3	2	1	149
400540503	17608.68	55	0	0	11	0	7	0	2500	2	1	1	1	149
400540504	10565.21	45	72	0	10	1	3	1000	0	8	6	2	1	149
400540505	19834.22	43	25	0	18	0	6	1200	0	4	2	2	1	149
400540506	12913.03	22	45	0	18	0	5	1500	0	2	0	2	1	149
400548001	17608.69	38	48	0	7	0	3	0	500	2	0	2	1	158
400548002	8804.34	42	0	3	22	0	6	0	2000	4	2	2	1	158
400548003	46956.52	38	50	0	10	0	15	0	4000	5	2	3	1	158
400548004	52336.94	25	35	0	7	0	7	0	2500	1	1	0	1	158
400548006	77918.47	44	48	0	5	0	30	0	10000	4	2	2	1	158
400561401	18831.51	39	0	0	15	0	11	0	1200	4	3	1	1	121
400561403	16972.82	44	60	0	2	0	8	0	1800	6	2	4	1	121
400561404	6358.69	37	0	2	6	0	4	0	1500	2	0	2	1	121
400561405	36538.02	39	40	2	20	0	7	0	1500	3	1	2	1	121
400561406	97336.93	37	40	0	4	0	22	0	5000	4	1	3	1	121
400567701	27570.47	35	98	0	12	0	7	0	1500	4	3	1	1	131
400567702	12083.59	33	48	0	12	0	6	0	1200	1	1	0	1	131
400567703	29360.62	56	7	6	0	0	6	0	1300	3	1	2	1	131
400567704	12698.35	39	0	4	0	0	5	0	2000	1	0	1	1	131
400567705	27344.23	40	66	0	12	0	8	0	1500	6	2	4	1	131
400571801	11508.18	28	0	3	10	0	1	0	500	4	3	1	1	229
400571802	18934.42	33	40	0	4	0	3	0	1000	5	2	3	1	229
400571803	14729.5	55	47	0	7	0	5	0	700	1	1	0	1	229
400571805	15737.69	37	60	0	11	0	1	0	1000	6	4	2	1	229
400571806	29508.19	64	0	0	15	0	8	0	1000	7	4	3	1	229
400574301	41478.25	47	40	0	2	0	8	0	2500	4	2	2	1	222
400574302	391.29	37	0	4	1	0	4	0	1800	5	3	2	1	222
400574303	22585.59	53	48	0	10	0	1	0	1000	1	1	0	1	222
400574304	17706.51	59	35	0	15	0	0	0	1300	1	1	0	1	222
400574305	121793.47	60	12	0	10	0	4	0	1500	2	1	1	1	222
400574306	23624.98	36	90	0	5	0	3	0	1000	2	1	1	1	222
400575201	6563.53	54	0	0	11	0	6	0	3000	4	1	3	1	127
400575202	8950.27	29	65	0	10	0	8	0	2000	4	2	2	1	127
400575204	20883.97	53	35	4	11	0	5	0	1500	5	2	3	1	127
400575205	30679.55	26	30	0	0	0	5	2000	0	4	2	2	1	127
400575206	141977.95	39	40	1	11	0	14	0	3000	3	0	3	1	127
400587901	36929.34	33	0	0	0	0	13	0	1500	5	4	1	1	126
400587903	35999.99	45	0	0	10	0	4	0	1500	2	1	1	1	126
400587904	37173.91	42	50	0	10	0	11	0	2000	4	1	3	1	126
400587905	20249.98	51	45	0	10	0	4	0	1500	2	1	1	1	126
400587906	23429.33	40	60	0	0	0	5	0	1500	3	1	2	1	126
400589601	23901.61	28	84	0	12	0	5	0	2500	3	2	1	1	182
400589602	14754.09	47	40	0	8	0	4	0	1000	9	4	5	1	182
400589603	21836.06	32	50	0	8	0	3	0	1300	4	2	2	1	182
400589604	47852.45	34	12	0	0	0	10	0	4000	3	1	2	1	182
400589605	32557.35	40	20	2	8	0	12	0	1500	3	0	3	1	182
400589606	32459	40	0	0	16	0	7	0	1300	5	1	4	1	182
400593401	12619.54	25	36	0	0	0	8	0	1500	2	1	1	1	159
400593402	38566.93	41	69	2	5	0	9	0	2500	3	0	3	1	159
400593405	17364.11	48	35	0	2	0	8	0	2300	2	1	1	1	159
400593406	130059.76	30	40	0	0	0	13	0	2500	4	3	1	1	159
400603001	126684.76	52	40	0	11	0	22	0	5000	4	3	1	1	146
400603002	3277.16	66	0	7	16	0	1	0	600	4	0	4	1	146
400603003	8745.64	76	30	12	21	2	1	0	700	4	2	2	1	146
400603004	9440.21	39	14	0	12	0	4	0	2000	4	2	2	1	146
400603005	4049.99	67	14	3	30	0	8	0	1500	4	2	2	1	146
400603006	13206.52	26	40	0	26	0	3	0	800	5	1	4	1	146
400607401	74347.82	32	53	0	1	0	11	0	1500	3	2	1	1	121
400607402	56494.55	37	0	0	10	0	7	0	2500	4	1	3	1	121
400607403	26584.22	57	46	0	10	0	4	0	1000	2	1	1	1	121
400607404	16327.16	38	32	0	12	0	4	600	0	1	1	0	1	121
400607405	21326.08	38	60	0	5	0	7	0	1000	5	3	2	1	121
400607406	15407.6	32	48	0	8	0	6	0	1200	4	2	2	1	121
400608702	17862.29	50	60	0	8	1	4	0	1500	2	1	1	1	116
400608703	20409.82	34	54	0	10	1	5	0	1200	5	2	3	1	116
400608704	23581.96	39	40	0	7	0	9	0	1500	3	1	2	1	116
400608706	33373.76	34	96	0	3	1	6	0	1300	2	1	1	1	116
400610801	23581.95	32	48	0	9	4	2	0	1000	5	2	3	1	116
400610802	24959	24	48	0	10	0	6	0	1500	4	2	2	1	116
400610804	10327.86	42	66	0	10	3	3	0	1200	3	1	2	1	116
400610805	16377.04	47	50	0	10	0	6	0	800	4	2	2	1	116
400610806	46999.89	38	48	0	11	0	10	0	1300	4	3	1	1	116
400616301	5869.56	42	0	0	10	0	10	0	3000	4	3	1	1	151
400616302	12815.21	47	72	0	10	0	4	800	0	2	1	1	1	151
400616303	12032.59	51	48	0	10	0	0	0	1000	1	1	0	1	151
400616305	4695.65	43	60	0	10	0	2	0	1200	3	2	1	1	151
